batchID,test1,test2,test3,test4,test5,test6,test7,test8,test9,test10,test11,test12,test13,test14,test15,test16,test17,test18,test19,test20,test21,test22,test23,test24,test25,test26,test27,test28,test29,test30
B001550,577,782,267,975,353,21,87,497,758,451,810,503,290,837,814,160,375,644,655,499,804,459,730,881,652,563,835,391,172,227
B015655,909,595,451,936,610,128,8,776,192,422,168,678,460,272,819,822,292,761,712,116,691,89,519,514,776,40,983,86,0,844
B044336,44,894,987,426,556,252,530,329,884,450,598,905,450,79,981,796,378,604,880,726,632,974,93,648,965,875,433,742,150,400
B022954,531,454,919,727,361,4,241,791,664,682,854,311,727,706,967,118,313,112,459,452,886,712,589,806,60,366,406,291,235,590
B024446,805,661,632,104,471,910,151,720,775,764,533,886,394,358,758,343,726,354,274,85,956,13,440,764,247,591,641,476,321,319
B026562,948,40,250,639,754,953,4,640,213,172,233,721,85,57,108,865,449,847,836,834,511,932,519,667,582,59,788,331,660,582
B006791,193,235,172,591,348,116,926,422,325,88,267,515,851,567,943,740,410,856,141,176,154,686,479,913,350,690,87,615,521,78
B007824,137,268,258,898,326,363,993,281,803,388,815,731,897,120,356,472,208,339,925,359,693,418,912,340,628,661,36,781,449,220
B035995,649,8,201,427,277,64,730,453,418,476,858,455,302,527,829,907,790,203,117,432,264,91,286,923,144,362,34,704,425,395
B042578,246,579,652,385,226,269,75,8,916,617,273,490,576,741,571,144,81,594,200,731,672,583,664,940,92,768,81,104,120,285
B008907,528,328,731,813,283,158,823,543,608,426,274,294,186,595,835,974,805,216,973,610,354,832,800,719,335,666,246,715,539,949
B041681,6,225,405,314,334,580,878,768,167,780,898,879,728,455,513,443,446,127,970,803,367,380,260,913,154,140,715,203,381,526
B011558,265,115,531,406,931,667,192,41,767,330,570,238,865,96,350,756,750,79,795,499,475,293,624,484,357,169,419,71,662,344
B010433,931,151,466,74,235,744,768,160,234,704,542,827,695,104,283,442,722,698,143,449,78,474,103,686,64,381,888,456,519,233
B034406,77,818,229,173,274,117,363,280,369,251,126,838,499,569,428,492,493,321,705,868,391,176,92,993,500,777,338,334,573,398
B023857,281,452,512,213,869,521,890,44,400,721,326,699,567,53,561,195,488,477,19,608,483,430,64,784,977,421,857,282,32,434
B040880,908,359,729,526,212,665,754,284,402,128,72,68,775,854,242,624,403,81,730,303,986,723,703,901,317,186,671,330,525,649
B000455,997,548,566,179,303,702,426,829,755,662,721,685,774,189,509,501,728,641,985,570,977,258,204,718,241,712,781,171,637,112
B036811,609,613,972,393,348,650,929,981,735,596,432,949,142,178,684,584,369,99,586,178,444,454,600,606,393,199,223,102,791,798
B039646,821,64,826,544,779,708,336,361,955,904,429,698,476,954,490,375,705,317,324,455,259,64,724,824,29,908,829,69,537,466
B049535,454,946,400,881,177,644,174,880,897,211,190,537,732,16,213,966,260,845,370,653,687,939,788,313,660,860,592,635,550,920
B001914,951,316,562,85,419,81,198,885,598,882,500,843,764,88,539,932,872,758,91,565,126,416,632,491,7,390,647,597,564,20
B048318,32,669,264,591,713,463,191,320,433,586,790,536,100,952,978,325,165,685,693,843,150,184,376,788,457,552,160,273,683,265
B023620,939,416,429,903,257,993,709,918,3,564,1,283,568,416,267,837,99,341,172,882,141,82,750,14,157,148,675,877,109,487
B021073,44,16,740,741,623,328,691,88,679,682,593,965,447,108,32,27,824,496,23,938,435,222,101,153,640,751,12,101,265,2
B005747,571,195,316,487,897,647,210,624,191,928,202,154,557,969,744,918,290,330,847,610,679,628,836,428,32,648,484,137,118,890
B038971,798,534,107,411,528,616,225,777,692,652,56,489,551,788,632,87,11,119,977,245,200,653,291,544,106,671,932,576,205,682
B018194,772,494,510,634,542,744,700,284,408,217,780,898,201,352,8,541,181,117,879,271,576,359,743,24,91,216,296,153,485,256
B038194,566,527,754,329,302,169,144,299,44,733,542,518,533,364,55,557,212,976,365,549,879,907,765,180,210,25,440,871,145,161
B028660,963,766,386,954,29,672,558,463,696,213,742,501,988,380,832,552,24,17,127,139,887,808,905,976,801,280,382,790,505,506
B021868,19,745,551,635,540,745,494,285,695,476,873,365,329,675,360,154,242,291,217,962,68,392,919,127,747,413,604,119,356,996
B024536,433,870,297,567,543,992,988,829,558,73,667,613,388,751,5,152,132,363,137,58,87,202,361,392,996,624,175,579,881,734
B035138,915,978,239,485,761,233,363,692,906,754,498,360,316,775,319,776,985,960,761,407,575,289,16,162,832,176,38,158,321,501
B046166,538,319,202,275,990,328,333,481,676,81,837,430,724,620,589,488,370,315,205,930,443,2,223,532,506,465,755,273,564,803
B029185,639,929,344,25,946,20,534,489,242,689,995,186,491,664,306,13,641,36,181,654,761,715,74,881,385,522,488,896,335,513
B042886,372,13,8,532,372,649,606,478,359,431,901,136,608,27,962,227,590,78,200,186,100,681,518,46,793,936,981,457,507,346
B032337,569,370,605,43,666,528,62,806,194,313,559,411,46,534,685,936,424,818,13,175,458,970,536,206,187,437,594,534,554,980
B037360,513,922,861,737,907,794,353,343,453,532,921,101,794,505,296,159,55,663,972,357,381,94,566,832,352,62,380,548,523,709
B003485,289,568,437,827,65,429,639,618,5,196,965,439,994,804,771,994,395,460,759,925,492,890,309,352,962,200,353,313,847,708
B035547,711,96,597,801,445,307,682,41,965,564,421,743,135,107,967,171,860,320,364,299,766,94,247,113,443,62,508,496,233,65
B016319,898,639,515,623,709,36,802,548,814,475,835,130,273,921,396,306,273,602,455,974,71,668,493,9,92,738,58,314,994,868
B024479,127,514,429,648,620,994,236,90,486,344,877,831,275,882,591,363,456,608,127,88,519,375,772,120,724,481,301,738,348,769
B011260,31,461,955,420,823,52,959,244,52,303,150,754,655,784,639,610,293,76,281,791,231,790,192,115,654,597,65,648,678,511
B033661,285,923,926,581,745,878,164,476,691,818,724,59,962,431,45,2,389,639,208,372,947,620,868,949,947,981,379,911,441,458
B025182,519,239,447,765,666,925,106,120,131,303,778,16,16,317,245,696,325,527,298,882,771,240,200,152,479,564,312,708,62,584
B038056,720,116,98,849,317,678,664,803,533,832,531,40,476,701,266,134,109,152,817,654,589,294,515,15,780,171,719,95,62,351
B043240,557,114,596,353,159,659,185,800,227,921,346,69,683,854,595,151,281,728,417,316,561,979,713,883,795,318,71,743,187,519
B034048,827,539,644,296,945,438,907,7,218,35,421,355,827,702,398,980,764,608,992,727,97,85,529,738,882,510,977,629,534,449
B044099,998,584,258,622,91,969,597,421,5,232,473,832,961,300,230,706,287,7,829,808,362,80,471,166,576,798,793,433,242,505
B020917,185,24,711,649,857,167,21,81,865,666,721,243,53,78,867,741,357,281,480,83,983,618,685,773,376,425,148,870,928,468
B023064,527,612,654,380,749,692,776,212,503,187,837,326,161,648,856,685,496,456,66,836,686,472,524,319,535,597,333,725,257,883
B044815,10,543,225,48,145,476,178,720,836,343,656,309,746,883,903,260,232,764,283,114,48,687,812,329,54,885,785,250,309,354
B026727,938,109,60,394,134,135,534,581,700,402,329,663,615,979,784,998,288,807,788,789,388,746,597,137,967,995,860,625,52,594
B040278,230,493,282,320,251,350,550,905,343,690,893,621,739,835,732,520,50,868,966,567,468,811,274,831,50,545,101,181,633,499
B017400,505,120,871,43,737,297,851,265,142,308,96,381,207,142,556,580,876,371,426,551,989,344,736,175,968,39,134,96,19,226
B021400,761,865,885,163,247,196,536,195,807,422,505,505,770,109,50,148,921,414,782,432,887,337,40,383,27,323,504,561,894,66
B001781,15,200,474,446,499,740,528,224,289,990,149,676,891,138,899,830,719,130,98,157,344,845,357,236,103,33,85,594,855,718
B014707,917,96,632,174,418,183,59,234,423,883,784,922,972,777,354,195,998,178,131,752,246,107,772,927,212,746,68,77,40,14
B041890,999,201,833,650,734,474,526,596,848,232,759,970,651,494,682,855,31,19,43,613,415,81,817,140,671,73,53,586,133,572
B024541,510,500,271,474,342,572,473,548,26,280,210,737,553,878,406,128,412,202,974,757,671,542,502,17,742,386,743,961,860,548
B035762,251,247,571,571,682,121,427,213,215,163,452,980,250,86,896,69,706,3,741,237,243,62,531,108,531,253,164,745,371,194
B021712,360,523,132,490,795,387,355,105,411,91,395,975,954,104,697,105,931,190,104,116,324,267,540,815,350,182,462,112,207,254
B044428,18,343,314,84,300,879,329,992,872,227,177,702,144,693,849,257,844,675,648,354,544,272,765,3,356,314,900,807,720,420
B004044,891,643,757,360,947,883,652,520,603,46,727,753,163,657,337,47,343,67,622,109,452,468,994,878,771,534,920,982,754,285
B019723,796,904,1,891,667,3,401,490,659,564,31,16,11,433,488,413,927,923,336,76,950,121,450,271,884,424,210,656,700,132
B033389,502,725,635,601,16,703,321,254,548,171,587,600,388,719,593,735,926,975,472,136,971,344,8,658,276,963,452,781,879,581
B038156,442,65,353,356,190,93,43,414,436,919,320,921,419,539,65,374,794,987,765,716,449,623,729,80,582,733,639,590,166,166
B016509,89,279,449,152,141,153,437,718,604,247,183,632,672,743,495,204,785,511,889,464,526,407,816,968,235,437,806,301,573,507
B030682,697,857,432,670,779,220,728,385,657,214,907,934,500,400,551,123,977,196,588,561,110,62,871,802,16,997,692,102,31,214
B050119,421,842,954,683,391,249,478,246,272,417,163,409,548,108,279,587,989,88,649,276,240,952,51,573,65,203,404,594,985,549
B038022,89,110,359,16,21,320,688,767,716,155,926,669,32,550,38,213,639,706,286,943,67,121,425,137,759,35,159,250,989,944
B034793,690,570,142,758,346,786,994,32,41,878,667,685,610,991,387,530,260,734,335,588,525,769,325,23,727,639,89,97,977,86
B004312,436,139,82,307,811,900,829,732,491,80,415,874,318,894,763,128,33,744,343,972,770,377,246,525,736,682,485,731,545,844
B002402,129,204,243,156,519,875,133,660,995,797,70,447,438,497,431,694,752,484,348,934,984,800,694,270,682,151,235,491,428,485
B039561,877,448,382,257,5,210,25,745,131,122,583,556,796,723,807,819,92,561,186,890,205,127,360,267,804,364,489,123,298,204
B021673,80,302,622,160,846,279,605,563,196,624,186,927,494,200,145,549,31,192,284,791,629,9,167,73,143,323,909,62,312,643
B032270,577,787,247,164,393,48,76,482,435,883,453,924,896,736,812,97,943,897,108,518,264,558,633,589,496,6,138,807,392,254
B038193,432,824,688,840,919,831,83,774,603,325,592,120,788,496,691,299,570,81,522,814,251,571,925,717,757,130,883,964,649,420
B011007,272,970,442,569,402,931,172,905,609,587,795,203,657,637,439,375,309,185,938,685,690,857,346,306,133,526,868,759,844,345
B027630,457,523,526,14,68,523,909,15,446,722,771,561,48,76,165,966,299,363,684,311,953,932,284,171,168,196,237,5,897,649
B018559,976,131,218,698,511,745,165,501,120,694,828,252,236,130,790,4,500,827,546,654,376,935,937,586,428,47,974,970,287,296
B044672,379,138,893,679,176,173,661,485,712,169,206,369,270,890,879,916,581,911,436,617,790,835,661,108,185,895,20,955,266,729
B034843,511,473,141,282,693,268,437,543,606,359,520,448,452,591,413,626,154,971,856,120,150,642,728,482,135,78,753,580,560,309
B038581,711,386,832,308,950,345,735,901,588,0,777,707,25,866,908,232,729,378,495,660,49,449,277,578,583,328,591,328,901,342
B002749,622,442,555,970,884,9,598,191,735,922,669,577,377,581,318,718,2,330,358,203,368,164,191,846,596,10,377,29,405,350
B026860,784,868,160,379,901,612,44,912,805,459,49,481,156,42,967,44,182,156,908,278,568,907,221,849,581,860,124,479,724,581
B009419,895,569,356,303,839,901,777,784,833,899,898,806,960,474,721,169,112,111,375,698,59,888,370,742,88,696,688,759,320,307
B032595,295,575,675,773,11,365,387,860,89,961,980,940,121,124,255,305,881,816,282,841,486,245,399,738,533,582,737,981,204,525
B022903,961,426,16,108,669,960,481,968,999,73,953,155,624,785,799,423,717,156,351,509,467,86,224,495,555,568,428,528,569,918
B009734,39,365,485,129,858,783,208,111,959,278,157,831,155,716,322,171,507,239,0,717,941,321,401,389,455,145,590,671,244,309
B006963,525,920,13,127,233,571,253,171,395,894,356,643,62,539,484,589,131,818,285,353,516,459,639,161,84,869,78,470,437,293
B046056,895,966,768,189,318,662,954,485,680,453,821,95,762,188,293,306,391,918,263,898,111,282,59,854,791,848,137,54,955,413
B045449,473,200,121,131,56,850,960,788,282,346,983,996,424,203,327,604,767,864,454,431,945,544,483,812,582,741,411,923,9,612
B046571,418,393,343,617,390,86,793,728,932,599,423,763,10,916,43,2,753,511,749,360,789,893,236,70,452,695,905,69,402,701
B046155,445,943,36,813,909,441,441,881,704,407,768,750,830,93,841,449,73,904,246,356,965,699,460,530,198,257,993,331,683,986
B043268,675,362,47,317,691,148,128,708,405,976,306,877,398,544,28,488,24,446,433,461,533,298,889,963,423,739,798,460,501,413
B012568,816,250,87,383,531,829,749,200,557,899,442,266,236,658,284,267,821,993,724,781,142,7,666,482,724,209,929,154,973,267
B043476,717,497,767,909,680,280,767,216,980,997,96,825,56,439,739,670,808,979,79,371,234,413,372,934,77,288,184,441,729,239
B002457,713,372,392,900,978,656,848,195,350,985,478,487,629,338,805,860,181,836,291,907,398,482,286,189,630,158,316,355,253,779
B041225,690,465,752,343,418,214,472,900,567,843,553,2,252,951,339,271,288,40,819,260,54,787,324,760,698,423,417,379,21,476
B018920,400,737,498,229,858,24,371,860,15,275,111,980,489,343,366,827,332,102,298,533,360,67,399,272,941,177,251,235,114,754
B034079,366,243,281,528,203,504,54,331,906,79,372,991,357,852,70,75,718,684,834,510,194,83,771,942,719,173,799,719,712,486
B010336,308,667,232,945,537,647,308,8,216,53,465,815,118,41,563,161,339,74,877,175,61,182,664,888,1,356,95,914,929,386
B046984,518,839,269,486,177,743,10,882,543,512,967,932,195,897,948,310,601,778,714,469,476,445,903,974,957,992,660,370,95,933
B008533,188,286,393,656,589,517,188,789,404,602,288,646,683,575,590,889,500,250,938,245,378,472,447,157,995,937,145,162,684,222
B049867,917,761,769,914,831,269,709,471,818,831,212,582,400,831,386,471,337,768,329,591,354,626,655,576,777,1,209,642,483,251
B026213,42,599,772,726,454,222,194,591,849,830,137,767,639,113,280,704,597,521,682,981,49,157,888,671,666,212,36,949,145,425
B007113,916,601,608,468,364,873,263,581,567,738,913,138,881,332,449,755,887,705,721,856,768,170,883,102,214,415,314,992,208,319
B028463,956,803,700,169,541,666,363,797,862,472,508,211,358,350,975,632,768,484,367,107,864,360,953,89,410,390,391,493,238,454
B020595,644,57,543,380,942,92,622,219,750,90,629,229,877,834,677,849,572,230,502,274,872,49,540,421,125,168,582,845,643,793
B020157,923,257,782,791,977,603,466,315,537,922,666,235,244,987,617,591,14,686,418,570,326,662,217,537,112,562,637,378,5,209
B016281,227,446,500,717,985,347,602,905,921,765,332,460,996,664,706,241,57,829,982,630,185,107,799,534,503,349,193,453,658,362
B017877,728,719,724,659,181,171,100,926,157,245,615,933,8,16,713,612,243,878,405,935,79,168,248,83,570,247,474,321,14,997
B012337,519,85,484,633,827,939,442,278,715,940,801,854,378,980,6,539,376,335,630,277,326,903,923,685,382,636,804,832,949,650
B029407,696,619,442,646,388,355,410,279,664,253,557,799,428,41,287,984,834,839,686,919,991,447,128,733,598,152,661,559,403,574
B026778,398,266,409,619,765,988,765,673,252,284,445,1,633,485,237,707,163,494,732,414,580,188,186,114,313,712,586,346,647,507
B030145,156,84,972,450,473,266,383,532,159,724,499,228,704,183,226,205,473,769,732,225,617,470,720,332,694,436,378,1,243,938
B047820,50,656,912,494,128,954,983,254,906,366,205,264,231,66,420,223,24,278,137,420,85,179,522,465,259,143,300,859,132,221
B043807,841,68,159,130,936,278,835,425,538,93,957,874,404,602,386,183,119,574,995,207,202,473,115,223,869,351,746,388,435,153
B047375,717,646,993,458,500,83,944,688,91,600,546,986,993,511,603,309,445,43,697,213,410,206,144,736,854,35,282,903,103,2
B039214,851,620,272,408,746,458,340,585,721,33,749,593,483,952,563,223,619,42,589,222,74,886,508,366,661,928,594,62,285,388
B019853,834,304,203,548,320,452,874,717,837,893,200,64,848,798,319,862,264,720,559,577,339,868,605,551,808,816,151,903,243,539
B011505,75,419,534,432,862,963,393,491,896,115,312,418,589,236,124,160,80,2,518,873,127,869,363,995,834,868,428,250,662,647
B036919,55,694,554,367,135,949,815,977,421,876,199,661,46,174,725,612,925,887,389,371,240,309,874,313,181,233,971,723,790,253
B044754,471,333,795,150,583,465,289,674,695,908,573,826,620,298,309,593,7,976,731,948,221,502,875,24,60,673,31,933,369,804
B017722,225,733,192,32,747,654,36,682,112,388,66,685,500,618,738,331,900,826,477,496,607,906,27,772,522,845,693,932,935,406
B036467,765,670,779,691,299,284,708,472,457,862,950,963,504,217,545,896,312,803,765,339,953,788,359,236,420,638,941,391,145,226
B005207,573,408,471,25,760,265,23,700,275,340,836,199,168,36,457,766,587,664,231,198,458,595,705,965,717,12,384,485,704,528
B022546,75,867,244,298,886,908,50,587,131,428,490,174,987,240,631,982,609,419,762,757,443,260,973,588,863,806,122,646,829,944
B003887,417,341,304,745,855,184,362,929,367,429,64,226,726,659,173,654,939,325,912,102,886,373,811,826,161,728,483,150,20,618
B006947,72,629,767,40,399,507,502,862,662,456,787,81,120,336,776,346,485,99,417,855,532,288,426,509,279,258,494,706,894,524
B009217,679,615,767,596,48,364,251,309,373,193,795,64,522,871,133,310,579,870,468,956,36,174,963,702,218,342,509,609,869,381
B011452,964,147,175,617,682,556,524,629,425,610,626,106,800,615,638,721,613,935,614,580,804,391,672,738,421,553,388,724,815,704
B043364,946,573,694,194,621,47,605,238,302,561,354,251,343,371,733,193,594,21,540,858,677,96,301,217,27,709,962,300,548,525
B043741,411,597,619,780,400,802,157,175,844,947,688,259,228,802,525,254,418,607,985,787,738,526,108,177,331,340,895,535,124,398
B009738,546,970,253,497,682,233,2,937,207,609,126,200,620,623,31,998,432,107,475,302,264,741,758,689,522,713,435,30,356,754
B015733,609,114,8,318,540,974,867,819,189,813,102,975,841,436,307,288,230,77,975,867,397,264,234,138,562,172,491,581,536,264
B016860,961,230,330,414,762,429,484,538,371,311,537,684,468,187,241,550,684,365,975,679,640,886,794,229,119,7,48,757,88,538
B000517,489,339,10,254,140,769,296,792,485,919,511,194,223,883,37,65,383,189,963,898,823,306,456,817,670,427,513,8,514,323
B048055,964,486,686,86,110,107,476,383,645,917,207,802,541,859,891,600,239,843,944,278,645,981,515,824,729,184,973,351,101,383
B033310,232,607,714,897,277,672,923,480,10,183,449,357,294,456,682,278,925,991,173,227,309,899,176,667,246,397,673,666,160,955
B046464,216,115,386,948,737,111,989,68,427,98,631,851,687,276,712,359,192,876,450,562,505,820,426,812,218,929,366,199,482,542
B048144,799,544,322,509,518,129,885,140,276,511,675,932,883,508,572,312,113,741,821,781,417,778,602,153,381,324,370,321,87,123
B012621,789,786,677,427,262,184,724,511,73,985,586,137,578,987,626,819,236,930,436,433,852,800,747,850,643,281,1,682,103,946
